date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2015-10-22 21:00:00,184.799,185.706,185.896,184.49,185.003,185.89,185.94,184.515,456759
2015-10-23 21:00:00,185.706,185.946,186.305,185.246,185.89,186.085,186.341,185.275,487369
2015-10-25 21:00:00,185.946,185.897,186.064,185.772,186.085,186.077,186.175,185.93,1003
2015-10-26 21:00:00,185.897,185.815,186.055,185.123,186.077,185.942,186.217,185.23,346975
2015-10-27 21:00:00,185.815,184.291,185.904,183.929,185.942,184.341,185.966,183.949,369273
2015-10-28 21:00:00,184.291,184.799,185.031,183.892,184.341,184.852,185.06,183.914,430646
2015-10-29 21:00:00,184.799,185.409,185.545,184.087,184.852,185.457,185.574,184.108,428280
2015-10-30 21:00:00,185.409,185.994,186.717,184.242,185.457,186.217,186.747,184.373,529341
2015-11-01 22:00:00,185.994,185.924,186.065,185.635,186.217,186.062,186.234,185.82,726
2015-11-02 22:00:00,185.924,186.076,186.965,185.551,186.062,186.251,186.989,185.575,334400
2015-11-03 22:00:00,186.076,186.68,186.883,185.867,186.251,186.748,186.909,185.891,335700
2015-11-04 22:00:00,186.68,186.969,187.31,186.468,186.748,187.126,187.337,186.494,449508
2015-11-05 22:00:00,186.969,185.076,187.683,184.959,187.126,185.232,187.77,184.982,471930
2015-11-06 22:00:00,185.076,185.261,185.819,184.298,185.232,185.468,185.838,184.32,478511
2015-11-08 22:00:00,185.261,185.494,185.658,185.36,185.468,185.68,185.809,185.49,1552
2015-11-09 22:00:00,185.494,186.127,186.602,185.367,185.68,186.232,186.628,185.394,352353
2015-11-10 22:00:00,186.127,186.152,186.505,185.884,186.232,186.246,186.527,185.906,353021
2015-11-11 22:00:00,186.152,186.831,187.043,185.943,186.246,186.971,187.068,185.973,350777
2015-11-12 22:00:00,186.831,186.705,187.505,186.542,186.971,186.838,187.531,186.566,438098
2015-11-13 22:00:00,186.705,186.687,187.019,186.403,186.838,186.907,187.055,186.431,391662
2015-11-15 22:00:00,186.687,186.123,186.246,185.998,186.907,186.266,186.406,186.144,1272
2015-11-16 22:00:00,186.123,187.226,187.455,185.988,186.266,187.316,187.481,186.027,363462
2015-11-17 22:00:00,187.226,187.756,187.981,186.86,187.316,187.84,188.004,186.881,355262
2015-11-18 22:00:00,187.756,188.352,188.383,187.279,187.84,188.419,188.433,187.301,336279
2015-11-19 22:00:00,188.352,187.832,188.8,187.556,188.419,187.926,188.828,187.723,396142
2015-11-20 22:00:00,187.832,186.504,188.082,186.456,187.926,186.586,188.111,186.507,317624
2015-11-22 22:00:00,186.504,186.555,186.593,186.324,186.586,186.741,186.741,186.438,643
2015-11-23 22:00:00,186.555,185.697,186.968,185.644,186.741,185.834,186.991,185.672,328696
2015-11-24 22:00:00,185.697,184.724,185.999,184.318,185.834,184.906,186.027,184.346,365315
2015-11-25 22:00:00,184.724,185.606,185.796,184.495,184.906,185.835,185.835,184.518,376679
2015-11-26 22:00:00,185.606,185.063,185.655,184.653,185.835,185.149,185.772,184.678,282615
2015-11-27 22:00:00,185.063,184.54,185.314,184.243,185.149,184.755,185.34,184.264,300798
2015-11-29 22:00:00,184.54,184.603,184.72,184.534,184.755,184.741,184.827,184.641,474
2015-11-30 22:00:00,184.603,185.267,185.648,184.344,184.741,185.409,185.676,184.369,273475
2015-12-01 22:00:00,185.267,185.236,186.015,184.943,185.409,185.387,186.038,184.965,337141
2015-12-02 22:00:00,185.236,184.249,185.633,183.963,185.387,184.315,185.657,183.991,336536
2015-12-03 22:00:00,184.249,185.603,185.895,184.003,184.315,185.768,185.923,184.028,581173
2015-12-04 22:00:00,185.603,185.904,186.242,185.119,185.768,186.079,186.33,185.146,521663
2015-12-06 22:00:00,185.904,186.07,186.146,185.964,186.079,186.122,186.301,186.122,107
2015-12-07 22:00:00,186.07,185.694,186.339,185.464,186.122,185.786,186.364,185.49,320886
2015-12-08 22:00:00,185.694,184.449,185.743,183.754,185.786,184.565,185.896,183.778,372437
2015-12-09 22:00:00,184.449,184.306,185.385,183.686,184.565,184.403,185.415,183.72,465758
2015-12-10 22:00:00,184.306,184.222,184.97,183.365,184.403,184.36,184.992,183.391,416428
2015-12-11 22:00:00,184.222,183.91,185.051,183.555,184.36,184.14,185.078,183.586,325735
2015-12-13 22:00:00,183.91,184.534,184.549,184.125,184.14,184.618,184.668,184.253,818
2015-12-14 22:00:00,184.534,183.222,184.518,182.114,184.618,183.334,184.615,182.142,483939
2015-12-15 22:00:00,183.222,182.894,184.217,182.576,183.334,183.114,184.24,182.604,426828
2015-12-16 22:00:00,182.894,183.295,183.724,182.417,183.114,183.428,183.772,182.603,507981
2015-12-17 22:00:00,183.295,182.538,183.636,182.365,183.428,182.734,183.74,182.384,414124
2015-12-18 22:00:00,182.538,180.355,183.914,180.32,182.734,180.56,183.972,180.456,516198
2015-12-20 22:00:00,180.355,180.645,180.732,180.574,180.56,180.875,180.937,180.685,348
2015-12-21 22:00:00,180.645,180.279,181.217,179.942,180.875,180.488,181.248,179.977,331841
2015-12-22 22:00:00,180.279,179.465,180.609,179.011,180.488,179.574,180.643,179.05,273227
2015-12-23 22:00:00,179.465,179.757,180.148,179.307,179.574,179.866,180.177,179.338,235853
2015-12-24 22:00:00,179.757,179.499,179.963,178.949,179.866,179.571,180.007,178.983,157678
2015-12-27 22:00:00,179.499,179.458,179.497,179.458,179.571,179.542,179.587,179.542,2
2015-12-28 22:00:00,179.458,179.122,180.041,178.963,179.542,179.208,180.068,178.998,222238
2015-12-29 22:00:00,179.122,178.431,179.54,178.113,179.208,178.617,179.568,178.15,194173
2015-12-30 22:00:00,178.431,178.48,179.031,178.243,178.617,178.7,179.057,178.268,211971
2015-12-31 22:00:00,178.48,177.097,178.705,177.061,178.7,177.17,178.731,177.097,201678
2016-01-03 22:00:00,177.097,177.077,177.258,176.937,177.17,177.216,177.418,177.099,768
2016-01-04 22:00:00,177.077,175.673,177.361,174.948,177.216,175.888,177.392,174.978,459149
2016-01-05 22:00:00,175.673,174.657,176.156,174.081,175.888,174.779,176.181,174.101,400798
2016-01-06 22:00:00,174.657,173.305,174.911,173.087,174.779,173.366,174.949,173.117,509936
2016-01-07 22:00:00,173.305,171.904,173.75,170.745,173.366,172.093,173.79,170.774,562551
2016-01-08 22:00:00,171.904,170.105,173.373,170.105,172.093,170.304,173.398,170.281,540462
2016-01-10 22:00:00,170.105,170.213,170.337,170.123,170.304,170.388,170.461,170.241,660
2016-01-11 22:00:00,170.213,171.201,172.276,169.3,170.388,171.281,172.295,169.391,514611
2016-01-12 22:00:00,171.201,169.921,171.688,169.159,171.281,169.999,171.734,169.183,546538
2016-01-13 22:00:00,169.921,169.497,171.284,169.481,169.999,169.587,171.308,169.531,515984
2016-01-14 22:00:00,169.497,170.118,170.512,168.824,169.587,170.175,170.536,168.855,563708
2016-01-15 22:00:00,170.118,166.708,170.561,166.236,170.175,166.936,170.593,166.266,623904
2016-01-17 22:00:00,166.708,166.29,166.513,166.117,166.936,166.486,166.657,166.239,1230
2016-01-18 22:00:00,166.29,167.042,168.148,166.321,166.486,167.178,168.17,166.467,415040
2016-01-19 22:00:00,167.042,166.495,169.092,166.325,167.178,166.567,169.124,166.349,535285
2016-01-20 22:00:00,166.495,165.909,166.815,163.973,166.567,165.981,166.851,164.003,675412
2016-01-21 22:00:00,165.909,167.34,167.71,164.445,165.981,167.42,167.74,164.473,760322
2016-01-22 22:00:00,167.34,169.395,170.349,167.071,167.42,169.489,170.377,167.097,567324
2016-01-24 22:00:00,169.395,169.226,169.368,169.05,169.489,169.447,169.47,169.267,941
2016-01-25 22:00:00,169.226,168.536,169.998,168.304,169.447,168.573,170.025,168.324,458794
2016-01-26 22:00:00,168.536,169.913,170.264,166.969,168.573,169.967,170.288,166.994,479162
2016-01-27 22:00:00,169.913,168.882,170.021,168.555,169.967,168.988,170.048,168.582,544266
2016-01-28 22:00:00,168.882,170.578,171.142,168.666,168.988,170.69,171.167,168.701,539624
2016-01-29 22:00:00,170.578,172.499,174.168,170.007,170.69,172.581,174.193,170.119,756320
2016-01-31 22:00:00,172.499,172.888,172.994,172.622,172.581,172.989,173.051,172.743,1407
2016-02-01 22:00:00,172.888,174.567,175.011,172.411,172.989,174.68,175.038,172.439,485709
2016-02-02 22:00:00,174.567,172.836,174.678,172.744,174.68,172.938,174.751,172.763,516275
2016-02-03 22:00:00,172.836,172.123,173.746,171.03,172.938,172.208,173.772,171.067,754568
2016-02-04 22:00:00,172.123,170.302,172.467,170.019,172.208,170.402,172.497,170.055,675624
2016-02-05 22:00:00,170.302,169.344,170.527,168.973,170.402,169.457,170.558,169.001,616707
2016-02-07 22:00:00,169.344,169.129,169.394,169.078,169.457,169.375,169.573,169.221,629
2016-02-08 22:00:00,169.129,167.152,170.625,165.956,169.375,167.227,170.649,165.985,706024
2016-02-09 22:00:00,167.152,166.532,167.183,164.547,167.227,166.643,167.245,164.572,809400
2016-02-10 22:00:00,166.532,164.553,167.627,164.409,166.643,164.665,167.657,164.452,817921
2016-02-11 22:00:00,164.553,162.69,165.04,159.799,164.665,162.8,165.145,159.839,1056630
2016-02-12 22:00:00,162.69,164.118,164.762,161.647,162.8,164.305,164.796,161.698,892977
2016-02-14 22:00:00,164.118,164.379,164.379,164.319,164.305,164.512,164.589,164.5,19
2016-02-15 22:00:00,164.379,165.304,165.744,164.216,164.512,165.489,165.772,164.265,500469
2016-02-16 22:00:00,165.304,163.11,166.08,162.428,165.489,163.282,166.11,162.454,617209
2016-02-17 22:00:00,163.11,162.995,163.874,161.557,163.282,163.168,163.899,161.59,643292
2016-02-18 22:00:00,162.995,162.228,163.956,162.036,163.168,162.465,163.984,162.064,586524
2016-02-19 22:00:00,162.228,162.072,162.5,160.722,162.465,162.246,162.539,160.749,596814
2016-02-21 22:00:00,162.072,160.472,160.599,160.392,162.246,160.709,160.728,160.488,291
2016-02-22 22:00:00,160.472,159.661,161.551,159.123,160.709,159.823,161.58,159.153,586946
2016-02-23 22:00:00,159.661,157.152,159.909,156.954,159.823,157.222,159.943,156.982,639716
2016-02-24 22:00:00,157.152,156.184,157.302,154.711,157.222,156.281,157.333,154.736,703484
2016-02-25 22:00:00,156.184,157.724,157.896,155.775,156.281,157.794,157.926,155.8,634946
2016-02-26 22:00:00,157.724,158.024,158.542,157.191,157.794,158.201,158.58,157.225,572080
2016-02-28 22:00:00,158.024,157.866,158.053,157.806,158.201,158.02,158.19,157.942,1489
2016-02-29 22:00:00,157.866,156.754,157.962,156.194,158.02,156.913,158.078,156.22,569454
2016-03-01 22:00:00,156.754,158.981,159.517,156.114,156.913,159.134,159.543,156.244,562488
2016-03-02 22:00:00,158.981,159.704,160.569,158.737,159.134,159.797,160.592,158.76,532953
2016-03-03 22:00:00,159.704,161.112,161.283,159.641,159.797,161.234,161.309,159.678,495143
2016-03-04 22:00:00,161.112,161.838,162.435,160.408,161.234,162.093,162.461,160.45,552357
2016-03-06 22:00:00,161.838,161.913,162.141,161.858,162.093,162.09,162.276,162.023,1123
2016-03-07 22:00:00,161.913,161.772,162.22,160.367,162.09,161.952,162.253,160.393,429065
2016-03-08 22:00:00,161.772,160.046,161.857,159.589,161.952,160.155,161.952,159.614,492303
2016-03-09 22:00:00,160.046,161.078,161.346,159.469,160.155,161.208,161.376,159.494,493343
2016-03-10 22:00:00,161.078,161.525,162.876,160.718,161.208,161.743,162.914,160.748,682300
2016-03-11 22:00:00,161.525,163.677,164.091,161.047,161.743,163.81,164.12,161.089,473885
2016-03-13 21:00:00,163.677,163.675,163.824,163.564,163.81,163.935,164.023,163.702,373
2016-03-14 21:00:00,163.675,162.769,163.974,162.585,163.935,162.843,164.002,162.608,355861
2016-03-15 21:00:00,162.769,160.059,162.936,159.534,162.843,160.19,163.013,159.562,446253
2016-03-16 21:00:00,160.059,160.448,160.908,159.631,160.19,160.525,160.979,159.671,472935
2016-03-17 21:00:00,160.448,161.252,161.57,158.996,160.525,161.349,161.608,159.035,428625
2016-03-18 21:00:00,161.252,161.466,161.776,160.344,161.349,161.611,161.805,160.378,332769
2016-03-20 21:00:00,161.466,160.961,161.111,160.893,161.611,161.21,161.354,161.046,1009
2016-03-21 21:00:00,160.961,160.821,161.361,160.128,161.21,160.883,161.502,160.157,263664
2016-03-22 21:00:00,160.821,159.591,161.486,158.433,160.883,159.712,161.518,158.467,413622
2016-03-23 21:00:00,159.591,158.559,160.009,158.526,159.712,158.657,160.038,158.554,284585
2016-03-24 21:00:00,158.559,159.719,159.848,158.445,158.657,159.777,159.877,158.476,293610
2016-03-25 21:00:00,159.719,159.726,160.212,159.318,159.777,159.989,160.283,159.377,86990
2016-03-27 21:00:00,159.726,159.859,159.877,159.629,159.989,160.021,160.065,159.835,264
2016-03-28 21:00:00,159.859,161.673,161.715,159.741,160.021,161.758,161.759,159.893,182474
2016-03-29 21:00:00,161.673,161.972,162.494,161.331,161.758,162.171,162.523,161.353,394428
2016-03-30 21:00:00,161.972,161.591,162.571,161.337,162.171,161.69,162.599,161.366,428356
2016-03-31 21:00:00,161.591,161.597,162.017,160.88,161.69,161.682,162.05,160.913,373759
2016-04-01 21:00:00,161.597,158.687,161.723,158.687,161.682,158.951,161.747,158.733,438420
2016-04-03 21:00:00,158.687,158.638,158.899,158.627,158.951,158.86,159.11,158.768,389
2016-04-04 21:00:00,158.638,158.758,159.576,158.156,158.86,158.852,159.609,158.188,337233
2016-04-05 21:00:00,158.758,156.173,158.841,155.716,158.852,156.304,158.932,155.744,451629
2016-04-06 21:00:00,156.173,155.031,156.653,154.513,156.304,155.094,156.684,154.551,431499
2016-04-07 21:00:00,155.031,152.053,155.324,151.637,155.094,152.178,155.374,151.68,608066
2016-04-08 21:00:00,152.053,152.602,154.221,151.89,152.178,152.742,154.259,151.989,431914
2016-04-10 21:00:00,152.602,152.386,152.591,152.184,152.742,152.444,152.813,152.294,1167
2016-04-11 21:00:00,152.386,153.645,154.453,151.954,152.444,153.762,154.483,151.987,429948
2016-04-12 21:00:00,153.645,154.905,155.511,153.489,153.762,154.97,155.541,153.52,420353
2016-04-13 21:00:00,154.905,155.27,155.748,154.729,154.97,155.34,155.778,154.765,387109
2016-04-14 21:00:00,155.27,154.792,155.368,153.887,155.34,154.954,155.434,153.915,374735
2016-04-15 21:00:00,154.792,154.372,155.304,154.077,154.954,154.567,155.334,154.104,285988
2016-04-17 21:00:00,154.372,153.6,153.841,153.35,154.567,153.758,154.046,153.358,1407
2016-04-18 21:00:00,153.6,155.32,155.697,152.506,153.758,155.412,155.731,152.539,371374
2016-04-19 21:00:00,155.32,157.171,157.706,155.229,155.412,157.295,157.733,155.313,367507
2016-04-20 21:00:00,157.171,157.385,157.87,156.185,157.295,157.481,157.902,156.212,376446
2016-04-21 21:00:00,157.385,156.739,158.368,156.604,157.481,156.81,158.398,156.631,444725
2016-04-22 21:00:00,156.739,160.97,161.246,156.511,156.81,161.179,161.32,156.547,448831
2016-04-24 21:00:00,160.97,161.742,161.885,160.58,161.179,161.92,162.011,160.732,1937
2016-04-25 21:00:00,161.742,161.0,161.787,160.012,161.92,161.1,162.008,160.036,363663
2016-04-26 21:00:00,161.0,162.269,162.693,160.454,161.1,162.352,162.715,160.475,348554
2016-04-27 21:00:00,162.269,162.023,162.808,161.61,162.352,162.195,162.831,161.665,291534
2016-04-28 21:00:00,162.023,157.827,162.573,157.062,162.195,158.037,162.598,157.093,442744
2016-04-29 21:00:00,157.827,155.262,158.051,155.219,158.037,155.44,158.092,155.314,388640
2016-05-01 21:00:00,155.262,154.893,155.338,154.86,155.44,155.087,155.541,154.938,1933
2016-05-02 21:00:00,154.893,156.109,156.655,154.86,155.087,156.158,156.746,155.031,279641
2016-05-03 21:00:00,156.109,154.875,156.147,154.418,156.158,155.063,156.198,154.44,299088
2016-05-04 21:00:00,154.875,155.025,156.163,154.404,155.063,155.199,156.301,154.429,327353
2016-05-05 21:00:00,155.025,155.335,155.854,154.863,155.199,155.389,155.875,154.885,267469
2016-05-06 21:00:00,155.335,154.453,155.616,153.626,155.389,154.651,155.643,153.654,330149
2016-05-08 21:00:00,154.453,154.293,154.388,154.223,154.651,154.389,154.621,154.315,905
2016-05-09 21:00:00,154.293,156.026,156.431,154.296,154.389,156.099,156.454,154.385,282550
2016-05-10 21:00:00,156.026,157.757,157.917,156.026,156.099,157.838,157.938,156.084,286679
2016-05-11 21:00:00,157.757,156.588,157.985,156.404,157.838,156.7,158.031,156.422,258236
2016-05-12 21:00:00,156.588,157.46,158.479,156.249,156.7,157.61,158.511,156.273,289261
2016-05-13 21:00:00,157.46,155.918,157.649,155.898,157.61,156.069,157.722,155.984,312466
2016-05-15 21:00:00,155.918,155.787,156.045,155.748,156.069,156.029,156.219,155.829,653
2016-05-16 21:00:00,155.787,156.957,157.086,155.664,156.029,157.045,157.106,155.695,213059
2016-05-17 21:00:00,156.957,157.804,158.974,156.923,157.045,157.882,158.996,156.995,293356
2016-05-18 21:00:00,157.804,160.838,160.87,157.015,157.882,160.893,160.923,157.037,372684
2016-05-19 21:00:00,160.838,160.628,161.638,160.128,160.893,160.716,161.657,160.15,355862
2016-05-20 21:00:00,160.628,159.64,161.059,159.517,160.716,159.82,161.079,159.539,276514
2016-05-22 21:00:00,159.64,159.675,159.824,159.629,159.82,159.819,159.985,159.753,888
2016-05-23 21:00:00,159.675,158.2,159.821,158.036,159.819,158.239,159.885,158.059,301960
2016-05-24 21:00:00,158.2,160.935,161.043,158.092,158.239,161.034,161.065,158.121,304497
2016-05-25 21:00:00,160.935,161.881,162.523,160.431,161.034,161.992,162.544,160.453,301436
2016-05-26 21:00:00,161.881,160.99,162.172,160.712,161.992,161.068,162.194,160.746,328980
2016-05-27 21:00:00,160.99,161.07,161.415,160.15,161.068,161.241,161.46,160.173,240723
2016-05-29 21:00:00,161.07,161.216,161.477,161.15,161.241,161.358,161.583,161.291,718
2016-05-30 21:00:00,161.216,162.655,162.884,161.186,161.358,162.702,162.911,161.267,197737
2016-05-31 21:00:00,162.655,160.287,163.888,159.842,162.702,160.419,163.918,159.865,376853
2016-06-01 21:00:00,160.287,157.877,160.656,157.217,160.419,157.928,160.684,157.24,431104
2016-06-02 21:00:00,157.877,157.001,157.953,156.574,157.928,157.07,157.987,156.595,432007
2016-06-03 21:00:00,157.001,154.567,157.267,154.549,157.07,154.752,157.288,154.603,468751
2016-06-05 21:00:00,154.567,154.092,154.793,154.031,154.752,154.281,155.005,154.146,1886
2016-06-06 21:00:00,154.092,155.275,155.643,152.939,154.281,155.399,155.67,152.986,475105
2016-06-07 21:00:00,155.275,156.094,157.944,154.989,155.399,156.207,157.994,155.013,351757
2016-06-08 21:00:00,156.094,155.153,156.253,154.942,156.207,155.219,156.273,154.96,315196
2016-06-09 21:00:00,155.153,154.757,155.316,153.637,155.219,154.914,155.383,153.666,330749
2016-06-10 21:00:00,154.757,152.322,155.031,151.493,154.914,152.579,155.059,151.522,371730
2016-06-12 21:00:00,152.322,152.264,152.333,151.782,152.579,152.517,152.586,151.959,994
2016-06-13 21:00:00,152.264,151.483,152.385,149.462,152.517,151.747,152.574,149.487,536344
2016-06-14 21:00:00,151.483,149.668,151.454,149.182,151.747,149.868,151.661,149.21,502325
2016-06-15 21:00:00,149.668,150.55,151.174,149.276,149.868,150.614,151.203,149.4,448080
2016-06-16 21:00:00,150.55,148.039,150.641,145.382,150.614,148.118,150.72,145.411,607614
2016-06-17 21:00:00,148.039,149.401,149.915,147.917,148.118,149.653,149.945,148.095,469744
2016-06-19 21:00:00,149.401,151.317,151.47,149.396,149.653,151.781,151.785,150.154,1699
2016-06-20 21:00:00,151.317,152.497,153.633,150.872,151.781,152.961,153.663,150.959,485231
2016-06-21 21:00:00,152.497,153.351,154.387,151.689,152.961,153.535,154.415,151.938,475146
2016-06-22 21:00:00,153.351,153.462,154.573,152.843,153.535,153.642,154.604,152.873,443245
2016-06-23 21:00:00,153.462,157.654,158.226,153.241,153.642,158.215,158.477,153.405,506562
2016-06-24 21:00:00,157.654,139.597,160.11,133.205,158.215,140.351,160.242,133.373,620286
2016-06-26 21:00:00,139.597,136.061,137.458,135.968,140.351,136.37,137.632,136.299,1800
2016-06-27 21:00:00,136.061,134.761,137.813,133.325,136.37,134.963,137.911,133.363,521499
2016-06-28 21:00:00,134.761,137.071,137.447,134.271,134.963,137.18,137.472,134.307,402511
2016-06-29 21:00:00,137.071,138.013,139.008,135.861,137.18,138.176,139.042,135.892,451076
2016-06-30 21:00:00,138.013,137.281,138.835,135.887,138.176,137.47,138.864,135.917,527456
2016-07-01 21:00:00,137.281,135.697,137.67,135.697,137.47,136.235,137.708,135.785,371987
2016-07-03 21:00:00,135.697,135.826,135.906,135.644,136.235,136.038,136.127,135.802,246
2016-07-04 21:00:00,135.826,136.144,136.803,135.813,136.038,136.413,136.839,135.871,236156
2016-07-05 21:00:00,136.144,132.418,136.244,132.021,136.413,132.548,136.451,132.05,384716
2016-07-06 21:00:00,132.418,130.958,132.503,128.595,132.548,131.052,132.583,128.827,519795
2016-07-07 21:00:00,130.958,129.996,131.945,129.571,131.052,130.2,131.966,129.596,380321
2016-07-08 21:00:00,129.996,130.003,130.905,129.643,130.2,130.399,131.084,129.672,379429
2016-07-10 21:00:00,130.003,130.149,130.445,129.804,130.399,130.47,130.544,129.971,744
2016-07-11 21:00:00,130.149,133.37,133.754,130.125,130.47,133.691,133.774,130.211,329126
2016-07-12 21:00:00,133.37,138.623,139.469,132.992,133.691,138.75,139.491,133.019,430254
2016-07-13 21:00:00,138.623,137.298,139.512,136.9,138.75,137.39,139.53,136.924,406100
2016-07-14 21:00:00,137.298,140.521,142.221,136.379,137.39,140.583,142.62,136.414,460142
2016-07-15 21:00:00,140.521,138.089,143.223,137.76,140.583,138.489,143.269,137.921,434912
2016-07-17 21:00:00,138.089,138.954,139.355,138.76,138.489,139.127,139.541,139.067,1186
2016-07-18 21:00:00,138.954,140.674,141.29,138.906,139.127,140.756,141.329,139.029,327585
2016-07-19 21:00:00,140.674,139.071,141.062,138.477,140.756,139.201,141.109,138.511,376569
2016-07-20 21:00:00,139.071,141.065,141.476,138.33,139.201,141.387,141.508,138.368,318790
2016-07-21 21:00:00,141.065,140.011,142.383,139.073,141.387,140.05,142.426,139.113,380123
2016-07-22 21:00:00,140.011,138.937,141.089,138.422,140.05,139.194,141.135,138.453,316204
2016-07-24 21:00:00,138.937,139.448,139.725,139.178,139.194,139.665,139.889,139.494,1190
2016-07-25 21:00:00,139.448,138.947,140.126,138.754,139.665,139.079,140.166,138.785,255062
2016-07-26 21:00:00,138.947,137.307,139.107,135.954,139.079,137.543,139.146,135.995,363080
2016-07-27 21:00:00,137.307,139.322,139.909,137.313,137.543,139.409,139.953,137.391,426911
2016-07-28 21:00:00,139.322,138.507,139.444,137.468,139.409,138.652,139.542,137.498,328261
2016-07-29 21:00:00,138.507,134.811,139.232,134.794,138.652,135.136,139.534,134.957,525325
2016-07-31 21:00:00,134.811,135.374,135.482,135.106,135.136,135.634,135.661,135.355,298
2016-08-01 21:00:00,135.374,134.87,136.255,134.497,135.634,135.017,136.29,134.519,258409
2016-08-02 21:00:00,134.87,134.723,135.56,133.892,135.017,134.801,135.595,133.931,313979
2016-08-03 21:00:00,134.723,134.876,135.433,134.165,134.801,134.945,135.462,134.197,313167
2016-08-04 21:00:00,134.876,132.625,135.24,132.543,134.945,132.718,135.307,132.574,340502
2016-08-05 21:00:00,132.625,132.946,133.234,132.224,132.718,133.242,133.443,132.257,208898
2016-08-07 21:00:00,132.946,133.328,133.546,132.724,133.242,133.598,133.843,133.046,434
2016-08-08 21:00:00,133.328,133.552,134.013,133.161,133.598,133.614,134.04,133.223,193649
2016-08-09 21:00:00,133.552,132.431,133.675,132.083,133.614,132.536,133.769,132.116,222142
2016-08-10 21:00:00,132.431,131.683,132.817,131.548,132.536,131.917,132.851,131.575,248186
2016-08-11 21:00:00,131.683,132.028,132.246,131.002,131.917,132.148,132.269,131.026,222310
2016-08-12 21:00:00,132.028,130.785,132.523,130.351,132.148,130.988,132.555,130.38,261261
2016-08-14 21:00:00,130.785,130.675,130.687,130.642,130.988,130.948,130.987,130.832,54
2016-08-15 21:00:00,130.675,130.376,131.208,129.967,130.948,130.486,131.235,129.992,224703
2016-08-16 21:00:00,130.376,130.833,130.878,129.061,130.486,130.902,130.91,129.254,378123
2016-08-17 21:00:00,130.833,130.73,131.799,130.274,130.902,130.852,131.836,130.301,345982
2016-08-18 21:00:00,130.73,131.459,132.259,130.009,130.852,131.602,132.298,130.047,375696
2016-08-19 21:00:00,131.459,130.816,132.016,130.337,131.602,131.125,132.042,130.361,328131
2016-08-21 21:00:00,130.816,131.508,131.617,131.173,131.125,131.682,131.831,131.251,865
2016-08-22 21:00:00,131.508,131.755,132.151,131.132,131.682,131.85,132.171,131.165,340208
2016-08-23 21:00:00,131.755,132.259,132.314,131.441,131.85,132.329,132.34,131.465,326221
2016-08-24 21:00:00,132.259,132.887,133.292,131.965,132.329,132.957,133.321,131.99,281960
2016-08-25 21:00:00,132.887,132.54,133.274,132.371,132.957,132.696,133.307,132.398,227728
2016-08-26 21:00:00,132.54,133.542,133.872,132.348,132.696,133.859,133.898,132.399,376237
2016-08-28 21:00:00,133.542,133.763,133.929,133.622,133.859,133.888,134.058,133.761,940
2016-08-29 21:00:00,133.763,133.523,134.387,133.418,133.888,133.606,134.412,133.441,271728
2016-08-30 21:00:00,133.523,134.589,134.868,133.327,133.606,134.803,134.893,133.363,300991
2016-08-31 21:00:00,134.589,135.833,135.891,134.566,134.803,135.924,135.933,134.624,317795
2016-09-01 21:00:00,135.833,136.937,138.024,135.392,135.924,137.043,138.056,135.426,355550
2016-09-02 21:00:00,136.937,138.042,138.824,136.837,137.043,138.367,138.856,136.928,424983
2016-09-04 21:00:00,138.042,138.325,138.432,138.053,138.367,138.597,138.607,138.234,330
2016-09-05 21:00:00,138.325,137.523,138.464,137.322,138.597,137.669,138.627,137.35,263140
2016-09-06 21:00:00,137.523,137.059,138.312,136.859,137.669,137.149,138.341,136.889,370740
2016-09-07 21:00:00,137.059,135.692,137.113,135.384,137.149,135.774,137.213,135.412,346187
2016-09-08 21:00:00,135.692,136.191,136.425,135.006,135.774,136.372,136.455,135.032,322791
2016-09-09 21:00:00,136.191,136.109,137.127,135.725,136.372,136.324,137.157,135.755,323954
2016-09-11 21:00:00,136.109,136.025,136.222,135.881,136.324,136.144,136.354,135.991,282
2016-09-12 21:00:00,136.025,135.771,136.223,135.071,136.144,135.904,136.28,135.099,338169
2016-09-13 21:00:00,135.771,135.225,136.071,134.462,135.904,135.389,136.099,134.491,381877
2016-09-14 21:00:00,135.225,135.493,136.62,134.905,135.389,135.646,136.645,134.933,356626
2016-09-15 21:00:00,135.493,135.084,136.128,134.585,135.646,135.262,136.162,134.671,440451
2016-09-16 21:00:00,135.084,132.858,135.238,132.848,135.262,133.085,135.282,132.95,367544
2016-09-18 21:00:00,132.858,132.764,132.99,132.693,133.085,132.856,133.239,132.844,884
2016-09-19 21:00:00,132.764,132.759,133.469,132.428,132.856,132.874,133.49,132.456,280405
2016-09-20 21:00:00,132.759,132.062,133.1,131.641,132.874,132.14,133.124,131.665,312290
2016-09-21 21:00:00,132.062,130.64,133.254,130.402,132.14,130.839,133.29,130.425,521293
2016-09-22 21:00:00,130.64,131.707,132.264,130.535,130.839,131.832,132.29,130.568,326856
2016-09-23 21:00:00,131.707,130.853,132.275,130.445,131.832,131.177,132.322,130.47,338417
2016-09-25 21:00:00,130.853,130.884,131.107,130.857,131.177,131.206,131.221,131.019,207
2016-09-26 21:00:00,130.884,130.126,131.231,129.684,131.206,130.226,131.255,129.708,286479
2016-09-27 21:00:00,130.126,130.733,131.215,129.622,130.226,130.844,131.237,129.648,362011
