date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty,accum_dist,atr,cmo,cmf,cci,ema_fast,ema_slow,hma_fast,hma_slow,mfi,obv,sma,percent_k,percent_d,smoothed_ma,true_range,ulti_osc,volatility,rsi,williams
2014-01-14 22:00:00,168.813,171.278,171.433,168.691,168.83,171.344,171.469,168.751,201277,232056.68324181758,3.947999999999979,-9.060082653385845,0.132150279236983,-3.9759051269853325,171.125196697595,,170.0700314814815,,62.23050933551602,-31789.0,171.5344,0.6367781155015184,,171.44375544876394,-34.59346748739629,,0.9153300971841744,44.04639704372816,-34.59346748739629
2014-01-15 22:00:00,171.278,171.15,171.58,170.426,171.344,171.202,171.607,170.448,191519,289727.2017922908,3.947999999999979,-7.6906528987846405,0.10340929269784513,-1.388238370709441,171.1491707822451,,170.33926296296295,,74.22846751645115,-223308.0,171.43470000000002,0.6008105369807493,0.41252955082742254,171.4100646182386,-34.796269583970066,,0.9342466537154456,43.344407281869394,-34.796269583970066
2014-01-16 22:00:00,171.15,170.608,171.78,170.187,171.202,170.659,171.806,170.215,201323,200770.52737368262,3.947999999999979,-3.8323621694309153,0.04766730483142952,-1.7112482749203668,171.00859689661905,,170.5362740740741,,63.17549008766114,-424631.0,171.3089,0.46327254305977433,0.5669537318473473,171.30936052778506,-35.57177337579801,,0.9248392817112899,40.595457507866264,-35.57177337579801
2014-01-17 22:00:00,170.608,171.18,171.867,170.171,170.659,171.349,171.891,170.191,172065,263118.78619721095,3.947999999999979,-2.5567238516881514,0.12853495042616997,-0.6803005798268645,171.04476053792294,,171.02229074074071,,67.01255606403512,-252566.0,171.3437,0.6380445795339388,0.5673758865248208,171.3145002870711,-34.58632656850285,,0.9295021082525227,45.47765160908554,-34.58632656850285
2014-01-19 22:00:00,171.18,171.111,171.111,170.717,171.349,171.164,171.179,170.824,1579,264564.3495774925,3.947999999999979,-16.068417248855805,0.059208849981924536,-0.9000695562008402,171.01579855356158,,171.25819814814815,,56.802134825005375,-254145.0,171.30209999999997,0.5911854103343432,0.5641675109760188,171.29554818954975,-34.85054056756025,,0.9313300531444875,44.390804314987655,-34.85054056756025
2014-01-20 22:00:00,171.111,171.118,171.476,170.294,171.164,171.18,171.504,170.322,133535,324892.3445013533,3.947999999999979,-19.880567305299678,0.02982303117297224,-0.6005778556284543,171.03342323861006,171.25526596029152,171.2801777777778,,51.18111155223197,-120610.0,171.17030000000003,0.5952380952380969,0.608156028368793,171.28136524173004,-34.82768962710121,,1.0120391916707885,44.51822109341335,-34.82768962710121
2014-01-21 22:00:00,171.118,171.852,172.361,171.046,171.18,171.917,172.386,171.084,195413,379523.9358992037,3.796823454045533,2.433341962205387,0.038493964565729955,2.9290128870522842,171.24520199404972,171.32234067412347,171.5789425925926,,47.72719200631499,74803.0,171.08419999999998,1.0,0.7288078351908135,171.35765103849448,-33.775118182207684,,1.1602247052452355,50.341632113892274,-33.775118182207684
2014-01-22 22:00:00,171.852,173.198,173.293,171.314,171.917,173.25,173.331,171.347,218226,579931.0790443673,3.898553357635869,20.254603318936304,0.24682165443076737,6.054409418046665,171.8425909893589,171.5684187468773,172.3700648148148,,60.61082443294139,293029.0,171.2363,1.0,0.8650793650793656,171.58030511741856,-31.871349205215726,,0.915867064453909,58.991691264226,-31.871349205215726
2014-01-23 22:00:00,173.198,171.832,173.64,171.2,173.25,171.875,173.668,171.23,298436,439404.2012757059,3.978613142919835,40.411413404113986,0.1297254078408243,4.205639443883883,171.86803900796951,171.6037160790255,172.63695925925927,171.79174763071896,61.6398304368999,-5407.0,171.277,0.6889140271493204,0.8963046757164402,171.61437724486535,-33.83510190091261,,0.9017860516008586,49.17432333535594,-33.83510190091261
2014-01-24 22:00:00,171.832,168.531,172.308,168.491,171.875,168.688,172.331,168.596,365444,91963.33273487294,4.063631485341906,-32.35867446393759,0.021563546543488393,-5.402277534103181,171.07497857900026,171.21822780145456,171.24067962962962,171.6466915849673,51.5509109495594,-370851.0,171.26279999999997,0.0,0.5629713423831068,171.28123750533564,-38.386723603593325,,0.8740660053073384,34.4216016272094,-38.386723603593325
2014-01-26 22:00:00,168.531,168.654,168.839,168.55,168.688,168.774,169.014,168.636,1500,91558.57083011103,4.133083691082661,-29.78410206084377,-0.07897411660879268,-8.959239745425627,170.4988783662966,170.87915806796028,169.50696111111108,171.14374869281042,36.93643708172463,-369351.0,171.0058,0.018851380973260085,0.23592180270752683,170.99970921372176,-38.26389979862609,,0.72111885280376,35.00622930177509,-38.26389979862609
2014-01-27 22:00:00,168.654,170.023,170.531,167.729,168.774,170.128,170.555,167.823,309012,303976.04374372266,4.190593558704318,-5.924355684480694,0.007513099930996129,-5.5615901112929995,170.37450542268212,170.74727724826758,168.8383611111111,170.61368455882348,29.885457287979293,-60339.0,170.8984,0.3156510302498891,0.11150080374104972,170.9030162507073,-36.33013896228169,,0.7086048911043971,43.77477325542273,-36.33013896228169
2014-01-28 22:00:00,170.023,170.645,171.31,169.888,170.128,170.72,171.348,169.932,238124,330882.7104103883,4.238751104677597,-7.095318668922594,0.0672993818123023,-0.828717718043322,170.43602543946236,170.70628668220075,169.24429629629628,170.26216241830062,44.228329088757896,177785.0,170.9045,0.44541867601929097,0.25997369574748,170.88293482094303,-35.48465416529799,,0.7091165769383314,47.2331884825551,-35.48465416529799
2014-01-29 22:00:00,170.645,169.362,171.452,168.682,170.72,169.418,171.481,168.711,347860,160594.56600605574,4.279456971138333,-17.4914846724101,-0.048609743733624304,-3.496638683345518,170.14925240277327,170.51229740330305,169.60534074074073,169.9378102941176,32.98594904789455,-170075.0,170.7114,0.1600175361683508,0.3070290808125103,170.72374318856643,-37.34414944515059,,0.6787167313288867,41.06120966609227,-37.34414944515059
2014-01-30 22:00:00,169.362,169.303,169.77,168.16,169.418,169.382,169.799,168.189,280535,295808.95109922416,4.314137679254861,-17.97640471905619,0.013083538283491387,-5.702699333124579,169.89164518109584,170.34102572645844,169.64468888888885,169.61775555555556,30.27132389019779,-450610.0,170.5332,0.15212626041210325,0.252520824199915,170.57919153563404,-37.395564061183386,,0.6580744646795323,40.897030537589295,-37.395564061183386
2014-01-31 22:00:00,169.303,167.724,169.742,167.563,169.382,167.896,169.768,167.591,307405,74539.48164584214,4.4389369049599985,-37.401171984001515,-0.09771946144858563,-7.483040635683546,169.26419640077552,170.0362289449359,168.91172592592594,169.11558586601308,26.765835115800584,-758015.0,170.2048,0.0,0.10404793219348468,170.29233857754696,-39.517845156314735,,0.585648799367243,34.55940885560666,-39.517845156314735
2014-02-02 22:00:00,167.724,167.459,167.631,167.323,167.896,167.572,167.751,167.408,1309,74482.23674788301,4.584725265229143,-58.28371997536426,-0.1288263911670628,-9.155091904539717,168.7402947375028,169.6770719725785,167.90221666666667,168.5514869281046,19.75704726421276,-759324.0,169.7703,0.0,0.050708753470701085,170.00350937778742,-39.98057670060983,,0.5634127583689099,33.30892290771868,-39.98057670060983
